CVE_PRESUPUESTAL,DOM_CALLE,REF_TELEFONO,REF_CP,REF_COLONIA_FRACC,CVE_NIVEL_ATENCION,CVE_CLUES,REF_UNIDAD_MEDICA,CVE_LOCALIZACION,CVE_TIPO_INMUEBLE,CVE_SERVICIO,CVE_UNIDAD_PRESUP,IND_MF,CVE_DELEGACION,CVE_PREI,CVE_NUMERO_ECONOMICO,CVE_LOCALIDAD,CVE_MUNICIPIO,CVE_ESTADO,REF_FRANJA_HORARIA,FEC_BAJA,IND_HORARIO_VERANO,CVE_PAIS,REF_ESTADO_REG,DES_USER_CREA_REG,STP_CREA_REG,DES_USER_MODIFICA_REG,STP_MODIFICA_REG,fh_proceso
1.31E+11,CARRETERA TLAXCOAPAN - DOXEY S/N COL. EDUCACI�N C.P. 42950 TLAXCOAPAN HIDALGO,"",42950,"",1,HGIMS000152,UMF 27 TLAXCOAPAN,11,1,25,2110,1,13,132407,0,1,74,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.945948
1.31E+11,CALLE PREPARATORIA NO. 5 COL. CERRITO ROMERO C.P. 42330 ZIMAP�N HIDALGO,"",42330,"",1,HGIMS000193,UMF 31 ZIMAPAN,14,3,25,2110,1,13,132408,0,1,84,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.945954
1.39E+11,ALDAMA Y 5 DE MAYO S/N COL. CENTRO C.P. 43800 TIZAYUCA HIDALGO,"",43800,"",1,HGIMS000140,UMF 18 TIZAYUCA,88,1,25,2110,1,13,132409,0,1,69,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.945960
1.35E+11,PEDRO MAR�A ANAYA Y S. G�MEZ COL. LA CAMPA�A C.P. 42410 HUICHAPAN HIDALGO,"",42410,"",1,HGIMS000053,UMF 29 HUICHAPAN,53,1,25,2110,1,13,132410,0,1,29,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.945965
1.36E+11,ALDAMA Y PONIENTE S/N COL. CENTRO C.P. 43900 APAN HIDALGO,"",43900,"",1,HGIMS000024,UMF 15 APAN,62,2,25,2110,1,13,132411,0,1,8,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.945971
1.39E+11,CIRCUITO SOLIDARIDAD NO. 115-A EFREN REBOLLEDO C.P. 42500,"",42500,"",1,HGIMS000012,UMF 16 ACTOPAN,86,1,25,2110,1,13,132412,0,1,3,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.945977
1.32E+11,Calle  Cuitlahuac  No. 401  Fraccionamiento La Colonia C.P 42185  Mineral de la Reforma  Municipio de La Colonia  Estado de Hidalgo,"",42185,Fraccionamiento La Colonia,1,HGIMS000251,UMF 35 La Colonia,13,1,25,2110,1,13,132414,"",96,51,13,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 21:35:08.945983
141609UA2151,"","","","",2,141609UA2151,UMAA 1 LAGOS  M (HGZ7),16,9,UA,2151,0,14,140103,0,1,53,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.945989
1.45E+11,PROL. BLVD. FCO. MEDINA ASCENCIO NO. 2066 COL. D�AZ ORD�Z C.P. 48310 PUERTO VALLARTA JALISCO,"",48310,"",2,JCIMS000692,HGZMF 42 PUERTO VALLARTA,50,1,2,2151,1,14,140205,0,1,67,14,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 21:35:08.945995
1.41E+11,AV. SIXTO GORJ�N NO. 223 COL. CENTRO C.P. 46400 TEQUILA JALISCO,"",46600,"",1,JCIMS000943,UMFH 10 TEQUILA,9,3,20,2110,1,14,142202,0,1,94,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946001
1.41E+11,JOS� MA. MERCADO NO. 262 COL. CENTRO C.P. 46730 AHUALULCO DEL MERCADO JALISCO,"",46730,"",1,JCIMS000045,UMFH 31 AHUALULCO,11,2,20,2110,1,14,142204,0,1,3,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946007
1.41E+11,CTRA. N��EZ Y RUIZ CORT�NEZ COL. CENTRO C.P. 47750 ATOTONILCO EL ALTO JALISCO,"",47750,"",1,JCIMS000091,UMFH 22 ATOTONILCO,13,3,20,2110,1,14,142205,0,1,13,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946012
1.41E+11,GUILLERMO PRIETO S/N COL. CENTRO C.P. 47910 LA BARCA JALISCO,"",47910,"",1,JCIMS000144,UMFH 23 LA BARCA,14,3,20,2110,1,14,142206,0,1,18,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946018
1.42E+11,JU�REZ NO. 258 COL. CENTRO C.P. 49900 TECALITL�N JALISCO,"",49900,"",1,JCIMS000861,UMFH 16 TECALITL�N,18,1,20,2110,1,14,142207,0,1,87,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946024
1.42E+11,PROL. �LVARO OBREG�N S/N COL. CENTRO C.P. 49870 PIHUAMO JALISCO,"",49870,"",1,JCIMS000675,UMFH 13 PIHUAMO,19,1,20,2110,1,14,142208,0,1,65,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946030
1.42E+11,ANSELMO VILLALOBOS S/N COL. CENTRO C.P. 49800 TUXPAN JALISCO,"",49800,"",1,JCIMS001030,UMFH 19 TUXPAN,20,2,20,2110,1,14,142209,0,1,108,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946036
1.42E+11,ESCOBEDO NO. 134 COL. CENTRO C.P. 49600 ZAPOTILTIC JALISCO,"",49600,"",1,JCIMS001165,UMFH 18 ZAPOTILTIC,21,2,20,2110,1,14,142210,0,1,121,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946042
1.42E+11,HIDALGO NO. 10 COL. CENTRO C.P. 49820 TUXPAN JALISCO,"",49820,"",1,JCIMS001293,UMFH 17 ATENTIQUE,23,2,20,2110,1,14,142211,0,5,108,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946047
1.45E+11,CAMINO A LA ESTACI�N S/N COL. CENTRO C.P. 45900 CHAPALA JALISCO,"",45900,"",1,JCIMS000231,UMFH 40 CHAPALA,53,1,20,2110,1,14,142212,0,1,30,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946053
1.45E+11,Avenida  Juárez  No. 663  Colonia Coyula C.P 45410  Tonalá  Municipio de Coyula  Estado de Jalisco,"",45410,Colonia Coyula,1,JCIMS001445,UMF 184 Cerro de la Reina,14,7,25,2110,1,14,1424A1,"",9,101,14,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 21:35:08.946059
1.40E+11,BOULEVAR GARC�A BARRAG�N NO. 1596 COL. OLIMPICA C.P. 44440 TLAQUEPAQUE JALISCO,"",44440,"",1,JCIMS000482,UMF-UMAA 52 GUADALAJARA,1,13,25,2110,1,14,142403,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946065
140113UA2110,"","","","",2,"",UMAA 52 Guadalajara,1,13,UA,2110,0,14,142403,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.7,2021-01-04 21:35:08.946071
1.40E+11,PRIVADA VERAC NO. 1215 COL. SECTOR HIDALGO C.P. 44270 GUADALAJARA JALISCO,"",44270,"",1,JCIMS000511,UMF 79 GUADALAJARA,1,39,25,2110,1,14,142409,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946077
1.40E+11,AV. NI�OS H�ROES NO. 2232 COL. SECTOR JU�REZ C.P. 44160 GUADALAJARA JALISCO,"",44160,"",1,JCIMS000494,UMF 55 GUADALAJARA,1,49,25,2110,1,14,142412,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946082
1.40E+11,BLVD.. ISABEL VILLANUEVA NO. 38 COL. CENTRO C.P. 45720 ACATL�N DE JU�REZ JALISCO,"",45720,"",1,JCIMS000033,UMF 30 BELLA VISTA,4,2,25,2110,1,14,142415,0,2,2,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946088
1.41E+11,LERDO NO. 57 COL. CENTRO C.P. 45380 AMATITAN JALISCO,"",45380,"",1,JCIMS000050,UMF 11 AMATITAN,6,2,25,2110,1,14,142416,0,1,5,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946094
1.41E+11,HIDALGO NO. 360 COL. CENTRO C.P. 47600 TEPATITL�N JALISCO,"",47600,"",1,JCIMS000931,UMF 168 TEPATITL�N,12,1,25,2110,1,14,142417,0,1,93,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946100
1.41E+11,JU�REZ NO. 239 COL. CENTRO C.P. 45470 ACATIC JALISCO,"",45470,"",1,JCIMS000016,UMF 128 ACATIC,12,4,25,2110,1,14,142418,0,1,1,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946106
1.41E+11,GONZALEZ GALLO 220 C.P. 47950 TEPATITL�N JALISCO,"",47950,"",1,JCIMS000926,UMF 159 JES�S MAR�A,12,8,25,2110,1,14,142419,0,1,93,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946112
1.42E+11,ZARAGOZA NO. 602 COL. CENTRO C.P. 47800 OCOTL�N JALISCO,"",47800,"",1,JCIMS000663,UMF 169 OCOTL�N,15,6,25,2110,1,14,142420,0,1,63,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946118
1.43E+11,HIDALGO 45 COL. CENTRO C.P. 45350 ARENAL JALISCO,"",45350,"",1,JCIMS000086,UMF 12 EL ARENAL,25,1,25,2110,1,14,142421,0,1,9,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946123
1.43E+11,CALLE SANTA MAR�A NO. 210 COL. CENTRO C.P. 45950 PONCITLAN JALISCO,"",45950,"",1,JCIMS000680,UMF 95 PONCITL�N,26,3,25,2110,1,14,142422,0,1,66,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946129
1.43E+11,JUSTO SIERRA 114 COL. CENTRO C.P. 45700 ACATL�N DE JU�REZ JALISCO,"",45700,"",1,JCIMS000021,UMF 56 ACATL�N,27,1,25,2110,1,14,142423,0,1,2,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946135
1.43E+11,M. �VILA CAMACHO NO. 234 COL. CENTRO C.P. 46470 MAGDALENA JALISCO,"",46470,"",1,JCIMS000622,UMF 97 MAGDALENA,28,1,25,2110,1,14,142424,0,1,55,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946141
1.43E+11,FIDEL VEL�ZQUEZ NO. 1531 COL. SECTOR HIDALGO C.P. 44220 GUADALAJARA JALISCO,"",44220,"",1,JCIMS000441,UMF 4 ATEMAJAC,29,4,25,2110,1,14,142425,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946147
1.43E+11,HIDALGO NO. 344 COL. CENTRO C.P. 45740 VILLA CORONA JALISCO,"",45740,"",1,JCIMS001083,UMF 29 ESTIPAC,30,2,25,2110,1,14,142426,0,5,114,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946153
1.43E+11,JOS� MA. MORELOS Y PAV�N NO. 1 COL. CENTRO C.P. 49850 TONILLA JALISCO,"",49850,"",1,JCIMS001013,UMF 33 S. MARCOS,31,1,25,2110,1,14,142427,0,15,103,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946159
1.43E+11,AV. IMPERIO SUR NO. 18 COL. SECTOR HIDALGO F�BRICA LA EXPERIENCIA C.P. 45142 ZAPOPAN JALISCO,"",45142,"",1,JCIMS001153,UMF 8 EXPERIENCIA,33,1,25,2110,1,14,142428,0,1,120,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946164
1.43E+11,1� DE MAYO NO. 695 COL. LAS DELICIAS C.P. 48450 TOMATL�N JALISCO,"",48450,"",1,JCIMS000996,UMF 43 TOMATL�N,34,2,25,2110,1,14,142429,0,1,100,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946170
1.44E+11,AV. GUADALUPE NO. 6215 COL. GUADALUPE TEPEYAC C.P. 45510 ZAPOPAN JALISCO,"",45510,"",1,JCIMS001276,UMF 178 GUADALUPE,35,13,25,2110,1,14,142433,0,1,120,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946177
1.44E+11,PROLONGACI�N ROGE�A NO. 28 COL. CENTRO C.P. 46760 TEUCHITALN JALISCO,"",46760,"",1,JCIMS001334,UMF 98 TEUCHITL�N,36,1,25,2110,1,14,142434,0,1,95,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946182
1.44E+11,�LVARO OBREGON NO. 405 C.P. 47180 ARANDAS JALISCO,"",47180,"",1,JCIMS000074,UMF 44 ARANDAS,37,1,25,2110,1,14,142435,0,1,8,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946188
1.44E+11,FRANCISCO VILLA NO. 67 COL. CENTRO C.P. 48520 LA SAUCEDA JALISCO,"",48520,"",1,JCIMS000214,UMF 25 LA SAUCEDA,42,2,25,2110,1,14,142436,0,22,24,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946194
1.44E+11,PREDIO ZACALAPA S/N COL. CENTRO C.P. 48900 AUTL�N JALISCO,"",48900,"",1,JCIMS000115,UMF 37 ING. MELCHOR,43,1,25,2110,1,14,142437,0,1,15,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946200
1.44E+11,AV. LIBERTAD NO. 69 COL. CENTRO C.P. 46775 SAN MART�N HIDALGO JALISCO,"",46775,"",1,JCIMS000762,UMF 38 BUENA VISTA,44,2,25,2110,1,14,142438,0,2,77,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946206
1.45E+11,AV. LIBERTAD NO. 35 COL. CENTRO C.P. 49667 TAMAZULA JALISCO,"",49667,"",1,JCIMS000832,UMF 36 LA GARITA,45,2,25,2110,1,14,142439,0,53,85,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946212
1.45E+11,FRANCISCO I. MADERO S/N COL. CENTRO C.P. 49657 TAMAZULA JALISCO,"",49657,"",1,JCIMS000844,UMF 35 VISTA HERMOSA,46,2,25,2110,1,14,142440,0,173,85,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946217
1.46E+11,GUADALUPE VICTORIA 38 COL. CENTRO CODIGO POSTAL 47540 MPIO. OJUELOS JALISCO,"",47570,"",1,JCIMS001322,UMF 130 OJUELOS,56,1,25,2110,1,14,142445,0,1,64,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946223
1.46E+11,ITURBIDE NO. 9 C.P. 47570 COL. CENTRO,"",47570,"",1,JCIMS001281,UMF 133 UNI�N,57,1,25,2110,1,14,142446,0,1,109,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946229
1.47E+11,HIDALGO NO. 73 COL. CENTRO C.P. 46560 ANTONIO ESCOBEDO JALISCO,"",46560,"",1,JCIMS001194,UMF 137 ANTONIO,73,2,25,2110,1,14,142448,0,1,109,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946235
1.49E+11,MORENO VALLE 160 COL. CENTRO C.P. 47000 SAN JUAN DE LOS LAGOS JALISCO,"",47000,"",1,JCIMS000721,UMF 41 S. JUAN LAGOS,93,2,25,2110,1,14,142449,0,1,73,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946241
1.49E+11,ALLENDE NO. 97 COL. CENTRO C.P. 47300 YAHUALICA JALISCO,"",47300,"",1,JCIMS001095,UMF 94 YAHUALICA,94,2,25,2110,1,14,142450,0,1,118,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946247
1.50E+11,DR. EL�AS NANDINO NO. 83 COL. CENTRO C.P. 48500 COCULA JALISCO,"",48500,"",1,JCIMS000202,UMF 72 COCULA,95,1,25,2110,1,14,142451,0,1,24,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946253
1.50E+11,CALZADA DEL EJ�RCITO NO. 308 COL. CENTRO C.P. 49300 SAYULA JALISCO,"",49300,"",1,JCIMS000791,UMF 62 SAYULA,96,1,25,2110,1,14,142452,0,1,81,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946258
1.50E+11,FLORES MAG�N NO. 32 COL. CENTRO C.P. 48850 LA HUERTA JALISCO,"",48850,"",1,JCIMS000552,UMF 83 LA HUERTA,97,1,25,2110,1,14,142453,0,1,43,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946264
1.50E+11,HIDALGO NO. 44 COL. CENTRO C.P. 48980 CIHUATL�N JALISCO,"",48980,"",1,JCIMS000185,UMF 162 MELAQUE,98,1,25,2110,1,14,142454,0,33,22,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946270
14A102252110,LOMA BONITA NO. 12 COL. CENTRO C.P. 47200 TEOCALTICHE JALISCO,"",47200,"",1,JCIMS000890,UMF 87 TEOCALTICHE,A1,2,25,2110,1,14,142455,0,1,91,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946276
14A301252110,AV JU�REZ NO. 330 COL. JARD�NES DEL PARAISO C.P. 45430 ZAPOTLANEJO JALISCO,"",45430,"",1,JCIMS001170,UMF 47 ZAPOTLANEJO,A3,1,25,2110,1,14,142456,0,1,124,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946282
14B101252110,5 DE MAYO NO. 155 COL. CENTRO C.P. 45930 ATOTONILQUILLO JALISCO,"",45930,"",1,JCIMS000243,UMF 50 ATOTONILQUILLO,B1,1,25,2110,1,14,142459,0,3,30,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946288
14B201252110,PINTORES NO. 12 COL. CENTRO C.P. 48980 LA HUERTA JALISCO,"",48980,"",1,JCIMS000564,UMF 70 CAREYES,B2,1,25,2110,1,14,142460,0,137,43,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946294
14D201252110,CARRETERA AGUASCALIENTES S/N COL. LA VILLITA C.P. 47270 ENCARNACI�N DE D�AZ JALISCO,"",47270,"",1,JCIMS000260,UMF 84 ENCARNACI�N DE D�AZ,D2,1,25,2110,1,14,142461,0,1,35,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946299
14D301252110,1� DE MAYO Y CONSTITUCI�N S/N COL. CENTRO C.P. 48970 CIHUATL�N JALISCO,"",48970,"",1,JCIMS000173,UMF 80 CIHUATL�N,D3,1,25,2110,1,14,142462,0,1,22,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946305
14D401252110,FRANCISCO SARABIA NO. 52 COL. CENTRO C.P. 45260 IXTLAHUACAN DEL R�O JALISCO,"",45260,"",1,JCIMS000576,UMF 57 IXTLAHUACAN,D4,1,25,2110,1,14,142463,0,1,45,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946311
14D601252110,LERDO DE TEJADA Y PRIMAVERA COL. CENTRO C.P. 45640 TLAJOMULCO DE Z��IGA JALISCO,"",45640,"",1,JCIMS000955,UMF 59 TLAJOMULCO,D6,1,25,2110,1,14,142464,0,1,97,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946317
14D701252110,DONATO GUERRA NO. 97 COL. CENTRO C.P. 45800 JOCOTEPEC JALISCO,"",45800,"",1,JCIMS000605,UMF 58 JOCOTEPEC,D7,1,25,2110,1,14,142465,0,1,50,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946323
14D801252110,JU�REZ NO. 67 COL. CENTRO C.P. 49700 VENUSTIANO CARRANZA JALISCO,"",49700,"",1,JCIMS001066,UMF 63 SAN GABRIEL,D8,1,25,2110,1,14,142466,0,1,113,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946328
14D901252110,HIDALGO NO. 190 COL. ORIENTE C.P. 47730 TOTOTL�N JALISCO,"",47730,"",1,JCIMS001025,UMF 67 TOTOTL�N,D9,1,25,2110,1,14,142467,0,1,104,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946359
14E101252110,PROL. GONZ�LEZ GALLO NO. 3 COL. CENTRO C.P. 47930 AYOTLAN JALISCO,"",47930,"",1,JCIMS000120,UMF 66 AYOTL�N,E1,1,25,2110,1,14,142468,0,1,16,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946366
14E301252110,INDEPENDENCIA NO. 118 COL. CENTRO C.P. 48200 TALPA DE ALLENDE JALISCO,"",48200,"",1,JCIMS000815,UMF 74 TALPA ALLENDE,E3,1,25,2110,1,14,142469,0,1,84,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946371
14E401252110,PORFIRIO D�AZ NO. 62 COL. CENTRO C.P. 46900 MASCOTA JALISCO,"",46900,"",1,JCIMS000634,UMF 96 MASCOTA,E4,1,25,2110,1,14,142470,0,1,58,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946377
14E501252110,MOCTEZUMA NO. 20 COL. CENTRO C.P. 46770 SAN MART�N HIDALGO JALISCO,"",46770,"",1,JCIMS000750,UMF 73 MART�N HIDALGO,E5,1,25,2110,1,14,142471,0,1,77,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946383
14E601252110,GUERRERO NO. 100 COL. CENTRO C.P. 49250 TEOCUITATLAN JALISCO,"",49250,"",1,JCIMS000902,UMF 76 TEOCUITATL�N,E6,1,25,2110,1,14,142472,0,1,92,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946389
14E701252110,L�PEZ MATEOS NO. 20 COL. CENTRO C.P. 45750 ZACOALCO DE TORRES JALISCO,"",45750,"",1,JCIMS001100,UMF 77 ZACOALCO,E7,1,25,2110,1,14,142473,0,1,119,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946395
14E801252110,DR. J. TRINIDAD MART�NEZ NO. 287 COL. CENTRO C.P. 47140 SAN MIGUEL EL ALTO JALISCO,"",47140,"",1,JCIMS000774,UMF 86 S. MIGUEL ALTO,E8,1,25,2110,1,14,142474,0,1,78,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946412
14E901252110,CALLE MENORES S/N ESQ. NI�OS H�ROES COL. CENTRO C.P. 46130 BOLA�OS JALISCO,"",46130,"",1,JCIMS000156,UMF 68 BOLA�OS,E9,1,25,2110,1,14,142475,0,1,19,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946418
14F101252110,ZARAGOZA NO. 15 COL. CENTRO C.P. 46200 COLOTL�N JALISCO,"",46200,"",1,JCIMS000226,UMF 60 COLOTL�N,F1,1,25,2110,1,14,142476,0,1,25,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946424
14F301252110,16 DE SEPTIEMBRE Y XICOT�NCATL COL. CENTRO C.P. 49500 MAZAMITLA JALISCO,"",49500,"",1,JCIMS000646,UMF 61 MASAMITLA,F3,1,25,2110,1,14,142477,0,1,59,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946430
14F401252110,FEDERICO GALVEZ NO. 19 COL. CENTRO C.P. 49340 TAPALPA JALISCO,"",49340,"",1,JCIMS000856,UMF 64 TAPALAPA,F4,1,25,2110,1,14,142478,0,1,86,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946435
14F501252110,MARCELINO HERN�NDEZ NO. 700 COL. CENTRO C.P. 48740 EL GRULLO JALISCO,"",48740,"",1,JCIMS000284,UMF 81 GRULLO,F5,1,25,2110,1,14,142479,0,1,37,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946441
14F601252110,PROLONGACI�N 5 DE MAYO NO. 201 COL. CENTRO C.P. 48050 AYUTLA JALISCO,"",48050,"",1,JCIMS000132,UMF 71 AYUTLA,F6,1,25,2110,1,14,142480,0,1,17,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 21:35:08.946447
