CVE_PRESUPUESTAL,DOM_CALLE,REF_TELEFONO,REF_CP,REF_COLONIA_FRACC,CVE_NIVEL_ATENCION,CVE_CLUES,REF_UNIDAD_MEDICA,CVE_LOCALIZACION,CVE_TIPO_INMUEBLE,CVE_SERVICIO,CVE_UNIDAD_PRESUP,IND_MF,CVE_DELEGACION,CVE_PREI,CVE_NUMERO_ECONOMICO,CVE_LOCALIDAD,CVE_MUNICIPIO,CVE_ESTADO,REF_FRANJA_HORARIA,FEC_BAJA,IND_HORARIO_VERANO,CVE_PAIS,REF_ESTADO_REG,DES_USER_CREA_REG,STP_CREA_REG,DES_USER_MODIFICA_REG,STP_MODIFICA_REG,fh_proceso
1.10601E+11,GUERRERO S/N COL. CENTRO C.P. 38240 JUVENTINO ROSAS GUANAJUATO,"",38240,"",1,GTIMS000424WWWWWWW,UMF 16 S. CRUZ JUVENTINO,6,1,25,2110,1,11,112406,0,1,35,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881581
1.10701E+11,SALIDA CARRETERA A CELAYA S/N COL. C.P. 38200 COMONFORT GUANAJUATO,"",38200,"",1,GTIMS000091WWWWWWW,UMF 5 COMONFORT,7,1,25,2110,1,11,112407,0,1,9,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881587
1.10805E+11,R�O LERMA Y MUTUALISMO COL. RESIDENCIAL C.P. 38060 CELAYA GUANAJUATO,"",38060,"",1,GTIMS000074WWWWWWW,UMF 49 CELAYA,8,5,25,2110,1,11,112408,0,1,7,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881593
1.11501E+11,ZARAGOZA S/N COL. CENTRO C.P. 38260 VILLAGRAN GUANAJUATO,"",38260,"",1,GTIMS000465WWWWWWW,UMF 40 VILLAGRAN,15,1,25,2110,1,11,112410,0,1,44,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881599
1.11901E+11,PROLONG. HIDALGO NO. 27 COL. CENTRO C.P. 36300 PUR�SIMA DEL RINC�N GUANAJUATO,"",36300,"",1,GTIMS000313WWWWWWW,UMF 27 PUR�SIMA,19,1,25,2110,1,11,112418,0,1,25,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881605
1.12103E+11,EUSEBIO GONZ�LEZ S/N COL. CENTRO C.P. 38219 SORIA GUANAJUATO,"",38219,"",1,GTIMS000103WWWWWWW,UMF 17 SORIA,21,3,25,2110,1,11,112419,0,1,9,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881611
1.12201E+11,PROLONG. ALLENDE S/N COL. CENTRO C.P. 37630 OCAMPO GUANAJUATO,"",37630,"",1,GTIMS000284WWWWWWW,UMF 26 OCAMPO,22,1,25,2110,1,11,112420,0,1,22,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881616
1.12402E+11,1O. DE MAYO Y LIBERTAD COL. EMILIANO ZAPATA C.P. 38400 VALLE DE SANTIAGO GUANAJUATO,"",38400,"",1,GTIMS000453WWWWWWW,UMF 19 V. SANTIAGO,24,2,25,2110,1,11,112421,0,1,42,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881622
1.12601E+11,ALLENDE S/N COL. CENTRO C.P. 37600 SAN FELIPE GUANAJUATO,"",37600,"",1,GTIMS000354WWWWWWW,UMF 30 S. FELIPE,26,1,25,2110,1,11,112422,0,1,30,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881654
1.12801E+11,JU�REZ NO. 57 COL. CENTRO C.P. 38700 TARIMORO GUANAJUATO,"",38700,"",1,GTIMS000441WWWWWWW,UMF 41 TARIMORO,28,1,25,2110,1,11,112423,0,1,39,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881661
1.12901E+11,PROLONG. 16 DE SEPTIEMBRE S/N COL. CENTRO C.P. 36200 ROMITA GUANAJUATO,"",36200,"",1,GTIMS000325WWWWWWW,UMF 28 ROMITA,29,1,25,2110,1,11,112424,0,1,26,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881666
1.13201E+11,CARRETERA A SAN LUIS DE LA PAZ S/N COL. C.P. 37980 SAN JOS� ITURBIDE GUANAJUATO,"",37980,"",1,GTIMS000395WWWWWWW,UMF 38 S. JOS� ITURBIDE,32,1,25,2110,1,11,112425,0,1,32,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881672
1.13401E+11,CARRETERA A SAN FELIPE - SAN LUIS POTOS� COL. ESTACI�N C.P. 37611 JARAL DE BERRIO GUANAJUATO,"",37611,"",1,GTIMS000494WWWWWWW,UMF 25 JARAL DE BERRIOS,34,1,25,2110,1,11,112426,0,1,30,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881678
1.13701E+11,MORELOS Y JOS� DEL VALLE COL. �VILA CAMACHO C.P. 38500 APASEO EL ALTO GUANAJUATO,"",38500,"",1,GTIMS000045WWWWWWW,UMF 18 APASEO EL ALTO,37,1,25,2110,1,11,112427,0,1,4,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881684
1.13801E+11,SALIDA A CUER�MARO S/N COL. CENTRO C.P. 36470 CIUDAD MANUEL DOBLADO GUANAJUATO,"",36470,"",1,GTIMS000086WWWWWWW,UMF 24 MANUEL DOBLADO,38,1,25,2110,1,11,112428,0,1,8,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881690
1.14001E+11,PROLONG. 5 DE MAYO S/N COL. CENTRO C.P. 38940 YURIRIA GUANAJUATO,"",38940,"",1,GTIMS000470WWWWWWW,UMF 36 YURIRIA,40,1,25,2110,1,11,112429,0,1,46,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881696
1.14101E+11,ALLENDE Y MANUEL DOBLADO COL. CENTRO C.P. 36890 PUEBLO NUEVO GUANAJUATO,"",36890,"",1,GTIMS000301WWWWWWW,UMF 35 PUEBLO NUEVO,41,1,25,2110,1,11,112430,0,1,24,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881702
1.14701E+11,SALAZAR S/N COL. CENTRO C.P. 36960 CUER�MARO GUANAJUATO,"",36960,"",1,GTIMS000132WWWWWWW,UMF 32 CUERAMARO,47,1,25,2110,1,11,112431,0,1,12,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881708
1.14902E+11,MA. BERBER S/N COL. LOMAS DE SANTA MAR�A C.P. 36970 ABASOLO GUANAJUATO,"",36970,"",1,GTIMS000016WWWWWWW,UMF 22 ABASOLO,49,2,25,2110,1,11,112432,0,1,1,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881714
1.15001E+11,AV. CHAPULTEPEC S/N COL. PEDREGAL C.P. 38160 APASEO EL GRANDE GUANAJUATO,"",38160,"",1,GTIMS000050WWWWWWW,UMF 23 APASEO GRANDE,50,1,25,2110,1,11,112433,0,1,5,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881720
1.15101E+11,AV. DE LA JUVENTUD S/N COL. CENTRO C.P. 38470 JARAL DEL PROGRESO GUANAJUATO,"",38470,"",1,GTIMS000214WWWWWWW,UMF 34 JARAL PROGRESO,51,1,25,2110,1,11,112434,0,1,18,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881726
1.10403E+11,5 DE MAYO NO. 93 COL. INDEPENDENCIA C.P. 36100 SILAO GUANAJUATO,"",36100,"",1,GTIMS000436WWWWWWW,UMF 14 SILAO,4,3,25,2110,1,11,112436,0,1,37,11,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881731
1.10527E+11,Boulevard Los Reyes ente Pipila  y Rey Baltazar No. S/N  Colonia Los Reyes C.P 36570  Irapuato  Municipio de Irapuato  Estado de Guanajuato,"",36570,Colonia Los Reyes,1,GTIMS000542WWWWWWW,UMF 57 Irapuato,11,27,25,2110,1,11,112437,"",1,17,11,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:48:22.881737
1.10823E+11,Avenida Valle del Huasco  No. 429  Fraccionamiento Los Olivos II Sección C.P 38030  Celaya  Municipio de Celaya  Estado de Guanajuato,"",38030,Fraccionamiento Los Olivos II Sección,1,GTIMS000552WWWWWWW,UMF 59 Celaya,11,23,25,2110,1,11,112439,"",1,7,11,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:48:22.881743
1.20223E+11,AV. GRAN V�A COLOSO CASA 35 ETAP.19 COL. EL COLOSO C.P. 39810 ACAPULCO GUERRERO,"",39810,"",1,GRIMS000054WWWWWWW,UMF 28 EL COLOSO,2,23,25,2110,1,12,122404,0,1,1,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881749
1.20801E+11,CARRETERA NACIONAL ACAPULCO-PINOTEPA ESQ. PINOTEPA ESQ. CALLE CIPR�S COL. C.P. 39960 SAN MARCOS GUERRERO,"",39960,"",1,GRIMS000170WWWWWWW,UMF 12 S. MARCOS,8,1,25,2110,1,12,122406,0,1,53,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881755
1.21001E+11,CALLE ORQU�DEA S/N COL. CENTRO C.P. 41100 CHILAPA GUERRERO,"",41100,"",1,GRIMS000095WWWWWWW,UMF 23 CHILAPA,10,1,25,2110,1,12,122407,0,1,28,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881760
1.21202E+11,CALLE MIGUEL HIDALGO S/N COL. C.P. 41700 OMETEPEC GUERRERO,"",41700,"",1,GRIMS000141WWWWWWW,UMF 25 OMETEPEC,12,2,25,2110,1,12,122408,0,1,46,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881766
1.21701E+11,CALLE SALIDA A COSTA CHICA S/N COL. CENTRO C.P. 39940 JUAN R. ESCUDERO GUERRERO,"",39940,"",1,GRIMS000136WWWWWWW,UMF 7 TIERRA COLORADA,17,1,25,2110,1,12,122409,0,1,39,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881772
1.22302E+11,DOMICILIO CONOCIDO COL. CENTRO C.P. 40800 LA UNI�N GUERRERO,"",40800,"",1,GRIMS000194WWWWWWW,UMF 17 LA UNI�N,23,2,25,2110,1,12,122410,0,1,68,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881778
1.23001E+11,CALLE ZARAGOZA ESQ. ALTAMIRANO S/N COL. C.P. 40700 COYUCA DE CATAL�N GUERRERO,"",40700,"",1,GRIMS000071WWWWWWW,UMF 20 COYUCA,30,1,25,2110,1,12,122412,0,1,22,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881784
1.23101E+11,DOMICILIO CONOCIDO COL. C.P. 40630 CUTZAMALA DE PINZ�N GUERRERO,"",40630,"",1,GRIMS000083WWWWWWW,UMF 21 CUTZAMALA,31,1,25,2110,1,12,122413,0,1,27,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881790
1.23301E+11,CALLE INDEPENDENCIA S/N COL. C.P. 40830 PETATL�N GUERRERO,"",40830,"",1,GRIMS000153WWWWWWW,UMF 15 PETATLAN,33,1,25,2110,1,12,122414,0,1,48,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881795
1.23701E+11,DOMICILIO CONOCIDO COL. C.P. 40811 PETACALCO GUERRERO,"",40811,"",1,GRIMS000042WWWWWWW,UMF 27 PETACALCO,37,1,25,2110,1,12,122415,0,1,1,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881801
120215UA2110,"","","","",2,WWWWWWWWWWWWWWWWWW,UMAA 29 Acapulco,1,15,UA,2110,0,12,122416,0,1,1,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.7,2021-01-04 20:48:22.881807
1.20215E+11,BLVD. DE LAS 2 NACIONES Y CARRETERA CAYACO PTO. MARQU�Z LLANO LARGO,"",39306,"",1,GRIMS000206WWWWWWW,UMF-UMAA 29 DIAMANTE,2,15,25,2110,1,12,122416,0,1,1,12,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881813
1.30801E+11,AV. FRANCISCO I. MADERO S/N COL. CENTRO C.P. 43740 CUAUTEPEC DE HINOJOSA HIDALGO,"",43740,"",1,HGIMS000041WWWWWWW,UMFH 3 CUAUTEPEC,8,1,20,2110,1,13,132202,0,1,16,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881819
1.30113E+11,LIBRAMIENTO PACHUCA TULANCINGO ESQUINA ACCESO TECNOL�GICO COL. REAL DEL VALLE C.P. 42800 PACHUCA DE SOTO HIDALGO,"",42800,"",1,HGIMS000094WWWWWWW,UMF 32 PACHUCA,1,13,25,2110,1,13,132401,0,1,48,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881825
1.30201E+11,BARRIO SAN FRANCISCO S/N COL. SAN FRANCISCO C.P. 42130 MINERAL DEL MONTE HIDALGO,"",42130,"",1,HGIMS000065WWWWWWW,UMF 25 MINERAL MONTE,2,1,25,2110,1,13,132402,0,1,39,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881830
1.30601E+11,AV. DEL TRABAJO NO. 30 COL. CENTRO C.P. 43740 STGO. TULANTEPEC INGO GRO. HIDALGO,"",43740,"",1,HGIMS000106WWWWWWW,UMF 4 SANTIAGOTULANT,6,1,25,2110,1,13,132404,0,1,56,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881836
1.30901E+11,NICOL�S BRAVO DOMICILIO CONOCIDO COL. LOS TIGRES C.P. 72950 MIXQUIAHUALA DE JU�REZ HIDALGO,"",72950,"",1,HGIMS000070WWWWWWW,UMF 26 MIXQUIAHUALA,9,1,25,2110,1,13,132405,0,1,41,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881842
1.31003E+11,DOMICILIO CONOCIDO COL. C.P. 42840 TULA DE ALLENDE CRUZ AZUL HIDALGO,"",42840,"",1,HGIMS000176WWWWWWW,UMF 9 CRUZ AZUL,10,3,25,2110,1,13,132406,0,1,76,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881848
1.31101E+11,CARRETERA TLAXCOAPAN - DOXEY S/N COL. EDUCACI�N C.P. 42950 TLAXCOAPAN HIDALGO,"",42950,"",1,HGIMS000152WWWWWWW,UMF 27 TLAXCOAPAN,11,1,25,2110,1,13,132407,0,1,74,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881854
1.31403E+11,CALLE PREPARATORIA NO. 5 COL. CERRITO ROMERO C.P. 42330 ZIMAP�N HIDALGO,"",42330,"",1,HGIMS000193WWWWWWW,UMF 31 ZIMAPAN,14,3,25,2110,1,13,132408,0,1,84,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881868
1.38801E+11,ALDAMA Y 5 DE MAYO S/N COL. CENTRO C.P. 43800 TIZAYUCA HIDALGO,"",43800,"",1,HGIMS000140WWWWWWW,UMF 18 TIZAYUCA,88,1,25,2110,1,13,132409,0,1,69,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881884
1.35301E+11,PEDRO MAR�A ANAYA Y S. G�MEZ COL. LA CAMPA�A C.P. 42410 HUICHAPAN HIDALGO,"",42410,"",1,HGIMS000053WWWWWWW,UMF 29 HUICHAPAN,53,1,25,2110,1,13,132410,0,1,29,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881890
1.36202E+11,ALDAMA Y PONIENTE S/N COL. CENTRO C.P. 43900 APAN HIDALGO,"",43900,"",1,HGIMS000024WWWWWWW,UMF 15 APAN,62,2,25,2110,1,13,132411,0,1,8,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881896
1.38601E+11,CIRCUITO SOLIDARIDAD NO. 115-A EFREN REBOLLEDO C.P. 42500,"",42500,"",1,HGIMS000012WWWWWWW,UMF 16 ACTOPAN,86,1,25,2110,1,13,132412,0,1,3,13,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881902
1.31501E+11,Calle  Cuitlahuac  No. 401  Fraccionamiento La Colonia C.P 42185  Mineral de la Reforma  Municipio de La Colonia  Estado de Hidalgo,"",42185,Fraccionamiento La Colonia,1,HGIMS000251WWWWWWW,UMF 35 La Colonia,13,1,25,2110,1,13,132414,"",96,51,13,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:48:22.881908
141609UA2151,"","","","",2,141609UA2151WWWWWW,UMAA 1 LAGOS  M (HGZ7),16,9,UA,2151,0,14,140103,0,1,53,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881914
1.45001E+11,PROL. BLVD. FCO. MEDINA ASCENCIO NO. 2066 COL. D�AZ ORD�Z C.P. 48310 PUERTO VALLARTA JALISCO,"",48310,"",2,JCIMS000692WWWWWWW,HGZMF 42 PUERTO VALLARTA,50,1,2,2151,1,14,140205,0,1,67,14,"",14/07/2020,0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.5,2021-01-04 20:48:22.881920
1.40903E+11,AV. SIXTO GORJ�N NO. 223 COL. CENTRO C.P. 46400 TEQUILA JALISCO,"",46600,"",1,JCIMS000943WWWWWWW,UMFH 10 TEQUILA,9,3,20,2110,1,14,142202,0,1,94,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881926
1.41102E+11,JOS� MA. MERCADO NO. 262 COL. CENTRO C.P. 46730 AHUALULCO DEL MERCADO JALISCO,"",46730,"",1,JCIMS000045WWWWWWW,UMFH 31 AHUALULCO,11,2,20,2110,1,14,142204,0,1,3,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881932
1.41303E+11,CTRA. N��EZ Y RUIZ CORT�NEZ COL. CENTRO C.P. 47750 ATOTONILCO EL ALTO JALISCO,"",47750,"",1,JCIMS000091WWWWWWW,UMFH 22 ATOTONILCO,13,3,20,2110,1,14,142205,0,1,13,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881937
1.41403E+11,GUILLERMO PRIETO S/N COL. CENTRO C.P. 47910 LA BARCA JALISCO,"",47910,"",1,JCIMS000144WWWWWWW,UMFH 23 LA BARCA,14,3,20,2110,1,14,142206,0,1,18,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881943
1.41801E+11,JU�REZ NO. 258 COL. CENTRO C.P. 49900 TECALITL�N JALISCO,"",49900,"",1,JCIMS000861WWWWWWW,UMFH 16 TECALITL�N,18,1,20,2110,1,14,142207,0,1,87,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881949
1.41901E+11,PROL. �LVARO OBREG�N S/N COL. CENTRO C.P. 49870 PIHUAMO JALISCO,"",49870,"",1,JCIMS000675WWWWWWW,UMFH 13 PIHUAMO,19,1,20,2110,1,14,142208,0,1,65,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881955
1.42002E+11,ANSELMO VILLALOBOS S/N COL. CENTRO C.P. 49800 TUXPAN JALISCO,"",49800,"",1,JCIMS001030WWWWWWW,UMFH 19 TUXPAN,20,2,20,2110,1,14,142209,0,1,108,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881961
1.42102E+11,ESCOBEDO NO. 134 COL. CENTRO C.P. 49600 ZAPOTILTIC JALISCO,"",49600,"",1,JCIMS001165WWWWWWW,UMFH 18 ZAPOTILTIC,21,2,20,2110,1,14,142210,0,1,121,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881967
1.42302E+11,HIDALGO NO. 10 COL. CENTRO C.P. 49820 TUXPAN JALISCO,"",49820,"",1,JCIMS001293WWWWWWW,UMFH 17 ATENTIQUE,23,2,20,2110,1,14,142211,0,5,108,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881973
1.45301E+11,CAMINO A LA ESTACI�N S/N COL. CENTRO C.P. 45900 CHAPALA JALISCO,"",45900,"",1,JCIMS000231WWWWWWW,UMFH 40 CHAPALA,53,1,20,2110,1,14,142212,0,1,30,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881979
1.44707E+11,Avenida  Juárez  No. 663  Colonia Coyula C.P 45410  Tonalá  Municipio de Coyula  Estado de Jalisco,"",45410,Colonia Coyula,1,JCIMS001445WWWWWWW,UMF 184 Cerro de la Reina,14,7,25,2110,1,14,1424A1,"",9,101,14,"","",0,133,A,CSI_Beta - CI,17:45.0,CSI_Beta - CI,17:45.0,2021-01-04 20:48:22.881985
1.40113E+11,BOULEVAR GARC�A BARRAG�N NO. 1596 COL. OLIMPICA C.P. 44440 TLAQUEPAQUE JALISCO,"",44440,"",1,JCIMS000482WWWWWWW,UMF-UMAA 52 GUADALAJARA,1,13,25,2110,1,14,142403,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.881991
140113UA2110,"","","","",2,WWWWWWWWWWWWWWWWWW,UMAA 52 Guadalajara,1,13,UA,2110,0,14,142403,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,35:43.7,2021-01-04 20:48:22.881996
1.40139E+11,PRIVADA VERAC NO. 1215 COL. SECTOR HIDALGO C.P. 44270 GUADALAJARA JALISCO,"",44270,"",1,JCIMS000511WWWWWWW,UMF 79 GUADALAJARA,1,39,25,2110,1,14,142409,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882002
1.40149E+11,AV. NI�OS H�ROES NO. 2232 COL. SECTOR JU�REZ C.P. 44160 GUADALAJARA JALISCO,"",44160,"",1,JCIMS000494WWWWWWW,UMF 55 GUADALAJARA,1,49,25,2110,1,14,142412,0,1,39,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882008
1.40402E+11,BLVD.. ISABEL VILLANUEVA NO. 38 COL. CENTRO C.P. 45720 ACATL�N DE JU�REZ JALISCO,"",45720,"",1,JCIMS000033WWWWWWW,UMF 30 BELLA VISTA,4,2,25,2110,1,14,142415,0,2,2,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882014
1.40602E+11,LERDO NO. 57 COL. CENTRO C.P. 45380 AMATITAN JALISCO,"",45380,"",1,JCIMS000050WWWWWWW,UMF 11 AMATITAN,6,2,25,2110,1,14,142416,0,1,5,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882020
1.41201E+11,HIDALGO NO. 360 COL. CENTRO C.P. 47600 TEPATITL�N JALISCO,"",47600,"",1,JCIMS000931WWWWWWW,UMF 168 TEPATITL�N,12,1,25,2110,1,14,142417,0,1,93,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882026
1.41204E+11,JU�REZ NO. 239 COL. CENTRO C.P. 45470 ACATIC JALISCO,"",45470,"",1,JCIMS000016WWWWWWW,UMF 128 ACATIC,12,4,25,2110,1,14,142418,0,1,1,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882031
1.41208E+11,GONZALEZ GALLO 220 C.P. 47950 TEPATITL�N JALISCO,"",47950,"",1,JCIMS000926WWWWWWW,UMF 159 JES�S MAR�A,12,8,25,2110,1,14,142419,0,1,93,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882037
1.41506E+11,ZARAGOZA NO. 602 COL. CENTRO C.P. 47800 OCOTL�N JALISCO,"",47800,"",1,JCIMS000663WWWWWWW,UMF 169 OCOTL�N,15,6,25,2110,1,14,142420,0,1,63,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882043
1.42501E+11,HIDALGO 45 COL. CENTRO C.P. 45350 ARENAL JALISCO,"",45350,"",1,JCIMS000086WWWWWWW,UMF 12 EL ARENAL,25,1,25,2110,1,14,142421,0,1,9,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882049
1.42603E+11,CALLE SANTA MAR�A NO. 210 COL. CENTRO C.P. 45950 PONCITLAN JALISCO,"",45950,"",1,JCIMS000680WWWWWWW,UMF 95 PONCITL�N,26,3,25,2110,1,14,142422,0,1,66,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882055
1.42701E+11,JUSTO SIERRA 114 COL. CENTRO C.P. 45700 ACATL�N DE JU�REZ JALISCO,"",45700,"",1,JCIMS000021WWWWWWW,UMF 56 ACATL�N,27,1,25,2110,1,14,142423,0,1,2,14,"","",0,133,A,CSI_Beta - CI,04:44.3,CSI_Beta - CI,04:44.3,2021-01-04 20:48:22.882061
